Feature Index,Mean_Absolute_Importance,Std_Absolute_Importance,True_Stable_Rank
850,1.892382,0.199744,985
469,1.891570,1.429652,986
1120,1.855295,0.072073,987
471,1.845810,0.982623,988
808,1.831562,0.365663,989
819,1.827389,2.246872,990
844,1.824885,0.358028,991
833,1.815495,2.269134,992
1243,1.813886,0.022355,993
1252,1.798451,0.016409,994
1025,1.753120,0.297977,995
838,1.736011,1.252696,996
1217,1.730493,0.101474,997
304,1.707840,0.970984,998
814,1.677416,1.260189,999
1116,1.644847,0.107429,1000
1132,1.640976,0.026046,1001
824,1.632739,1.421666,1002
1201,1.614319,0.101093,1003
828,1.603879,1.438383,1004
1055,1.577379,0.553881,1005
1136,1.565047,0.020429,1006
1231,1.551902,0.017518,1007
1056,1.549592,0.256065,1008
1053,1.546700,0.252168,1009
1084,1.512886,0.893832,1010
747,1.507881,0.545361,1011
753,1.507580,0.274245,1012
709,1.507106,0.524902,1013
171,1.506473,0.779536,1014
801,1.497469,0.287165,1015
473,1.491764,0.662645,1016
853,1.489033,0.673420,1017
291,1.477195,0.743803,1018
839,1.477073,1.283325,1019
1233,1.467990,0.024511,1020
207,1.464387,0.775052,1021
897,1.463721,0.668998,1022
1182,1.450451,0.042304,1023
728,1.443737,0.855822,1024
1049,1.433514,0.409026,1025
1058,1.417460,0.168916,1026
815,1.414726,0.641283,1027
794,1.400707,0.719742,1028
813,1.391915,1.269689,1029
924,1.384300,1.175752,1030
165,1.378354,0.490550,1031
1100,1.370131,1.205666,1032
213,1.364932,0.448396,1033
837,1.361466,0.610151,1034
760,1.354823,0.740690,1035
1124,1.332807,0.041446,1036
298,1.327889,0.928310,1037
1012,1.307021,0.343245,1038
1061,1.289404,0.213963,1039
800,1.235442,0.766582,1040
754,1.230240,0.756209,1041
1074,1.228035,0.203880,1042
479,1.219496,0.646825,1043
1148,1.211859,0.018196,1044
1125,1.174173,0.058184,1045
1077,1.160051,0.193713,1046
1048,1.158180,0.428947,1047
1051,1.148891,0.441287,1048
1247,1.128487,0.016846,1049
270,1.127469,0.833301,1050
1119,1.122757,0.041939,1051
1042,1.120979,0.345776,1052
1019,1.100966,0.286989,1053
1183,1.095697,0.164869,1054
1214,1.076336,0.022111,1055
276,1.074720,0.504492,1056
1128,1.061666,0.016562,1057
1190,1.020454,0.023639,1058
1149,0.984395,0.010148,1059
1007,0.979266,0.266394,1060
1072,0.971794,0.249460,1061
1031,0.916352,0.337550,1062
1126,0.909292,0.081016,1063
1069,0.887276,0.208163,1064
1026,0.885494,0.360489,1065
1142,0.885014,0.026624,1066
599,0.860423,0.573668,1067
1096,0.843040,0.203428,1068
1206,0.818517,0.009367,1069
1168,0.818465,0.123703,1070
472,0.808950,0.530043,1071
563,0.788768,0.521366,1072
1161,0.788532,0.075341,1073
1153,0.779244,0.017308,1074
1235,0.775654,0.012001,1075
1099,0.774976,0.186396,1076
487,0.758168,0.452510,1077
1032,0.751384,0.339961,1078
1140,0.748509,0.012977,1079
5,0.743376,0.009523,1080
1115,0.741461,0.047997,1081
1005,0.732387,0.412839,1082
893,0.730056,0.155600,1083
1037,0.724394,0.331462,1084
1060,0.720873,0.156044,1085
1147,0.718461,0.012809,1086
1160,0.715961,0.037340,1087
1121,0.703046,0.069882,1088
1170,0.689887,0.051720,1089
1251,0.684270,0.011887,1090
1018,0.683479,0.256177,1091
1193,0.669214,0.020021,1092
857,0.639204,0.132580,1093
1138,0.625009,0.017890,1094
494,0.615805,0.485099,1095
1135,0.614778,0.022869,1096
1137,0.614435,0.022445,1097
1080,0.613918,0.294217,1098
1122,0.611986,0.067454,1099
1045,0.596739,0.310387,1100
1054,0.593130,0.136028,1101
1200,0.579587,0.080468,1102
1222,0.553385,0.014038,1103
1070,0.549328,0.138310,1104
1129,0.544329,0.030742,1105
992,0.541366,0.312144,1106
1212,0.539840,0.034797,1107
1101,0.539521,0.206678,1108
1174,0.538000,0.021513,1109
1083,0.536307,0.281539,1110
1207,0.529256,0.089277,1111
954,0.525773,0.305260,1112
1104,0.514535,0.209868,1113
999,0.502191,0.328927,1114
1112,0.485567,0.075704,1115
1133,0.464476,0.023015,1116
1192,0.464182,0.015398,1117
16,0.463934,0.030293,1118
1002,0.462311,0.273825,1119
1040,0.461277,0.244958,1120
1076,0.455294,0.147462,1121
501,0.454547,0.398558,1122
1013,0.454101,0.302067,1123
465,0.451017,0.352106,1124
1114,0.439256,0.084123,1125
13,0.434127,0.316099,1126
1113,0.418558,0.073445,1127
1208,0.415552,0.102247,1128
1006,0.414800,0.227986,1129
1250,0.413741,0.008464,1130
1205,0.412340,0.028529,1131
1065,0.410831,0.186160,1132
1225,0.398456,0.008292,1133
1127,0.389396,0.072332,1134
1130,0.384737,0.016586,1135
875,0.382763,0.226355,1136
1095,0.382424,0.214697,1137
1088,0.374433,0.169742,1138
1226,0.369497,0.007913,1139
1139,0.367403,0.018127,1140
1167,0.360287,0.168480,1141
1085,0.359511,0.204790,1142
1082,0.358902,0.175630,1143
1131,0.357375,0.018657,1144
14,0.349513,0.009175,1145
1103,0.341388,0.157890,1146
1066,0.340265,0.164511,1147
6,0.339880,0.005411,1148
1141,0.337717,0.020391,1149
1039,0.334408,0.228936,1150
1181,0.325998,0.040614,1151
1046,0.325149,0.261287,1152
1071,0.318597,0.144670,1153
1087,0.310848,0.230649,1154
1081,0.306546,0.182289,1155
1118,0.302212,0.041576,1156
1229,0.296420,0.002430,1157
998,0.289792,0.223963,1158
1159,0.281557,0.051521,1159
1145,0.279374,0.005280,1160
1157,0.276509,0.017226,1161
1210,0.273012,0.081650,1162
1204,0.272277,0.020156,1163
1242,0.268639,0.004415,1164
1189,0.258794,0.019044,1165
1038,0.257433,0.169595,1166
1108,0.254540,0.167158,1167
1180,0.254413,0.041813,1168
1064,0.253923,0.161281,1169
1097,0.252095,0.130889,1170
1102,0.250240,0.189021,1171
1034,0.249358,0.183733,1172
1187,0.245410,0.003226,1173
1202,0.245014,0.039823,1174
17,0.240754,0.017271,1175
1156,0.237914,0.019321,1176
1176,0.233714,0.107823,1177
991,0.233646,0.160167,1178
1010,0.230261,0.170455,1179
1173,0.227996,0.025103,1180
1075,0.224544,0.138007,1181
1175,0.218152,0.115202,1182
1091,0.217709,0.126226,1183
1199,0.209296,0.073484,1184
2,0.206216,0.009425,1185
1223,0.202242,0.006325,1186
4,0.199155,0.004962,1187
955,0.197219,0.153993,1188
1178,0.196238,0.063090,1189
1134,0.195557,0.011382,1190
1098,0.195221,0.169564,1191
1107,0.193852,0.112640,1192
1215,0.192714,0.068395,1193
1234,0.190625,0.005724,1194
1186,0.190024,0.077406,1195
1166,0.182927,0.002386,1196
1220,0.181195,0.017071,1197
948,0.179700,0.122630,1198
900,0.170325,0.148811,1199
1221,0.169531,0.030877,1200
746,0.168985,0.121949,1201
1067,0.165493,0.110967,1202
1213,0.164919,0.056019,1203
1191,0.158709,0.028567,1204
1109,0.157419,0.142167,1205
1106,0.156787,0.148640,1206
3,0.155379,0.010611,1207
710,0.146243,0.122337,1208
1152,0.143591,0.023281,1209
1179,0.136987,0.002531,1210
1086,0.136983,0.110421,1211
1151,0.136570,0.011740,1212
1090,0.134693,0.129315,1213
1165,0.134174,0.002952,1214
1162,0.132619,0.035905,1215
1093,0.132182,0.129946,1216
1092,0.131703,0.081473,1217
1227,0.130750,0.001514,1218
1143,0.129694,0.009955,1219
1224,0.128804,0.002718,1220
1216,0.128120,0.044942,1221
1194,0.126692,0.011308,1222
1230,0.122849,0.004119,1223
1195,0.112875,0.005604,1224
1198,0.108498,0.001364,1225
1254,0.104418,0.003351,1226
1228,0.100103,0.000908,1227
1203,0.096538,0.003417,1228
1219,0.092283,0.004132,1229
1163,0.088530,0.005034,1230
1184,0.078978,0.051824,1231
1144,0.078704,0.005663,1232
1,0.077334,0.018038,1233
1218,0.075934,0.054348,1234
1238,0.073640,0.003537,1235
1158,0.064574,0.004427,1236
1150,0.059619,0.004904,1237
1117,0.057754,0.054229,1238
8,0.052772,0.004418,1239
7,0.049606,0.004720,1240
1246,0.049177,0.002528,1241
1155,0.038377,0.008311,1242
10,0.036101,0.002572,1243
1172,0.028585,0.020745,1244
1154,0.026608,0.006810,1245
1197,0.022584,0.003058,1246
1211,0.021662,0.002250,1247
1188,0.020954,0.016394,1248
12,0.017668,0.001092,1249
9,0.012426,0.004253,1250
1171,0.011533,0.003627,1251
1146,0.009476,0.005894,1252
1164,0.009125,0.002727,1253
1196,0.004470,0.002306,1254
