Feature Index,Mean_Absolute_Importance,Std_Absolute_Importance,True_Stable_Rank
725,0.826807,0.178214,983
956,0.825899,0.050391,984
762,0.825897,0.416133,985
1011,0.819936,0.043868,986
998,0.815018,0.012695,987
769,0.812701,0.418907,988
1046,0.810907,0.014214,989
731,0.806867,0.178593,990
1018,0.803756,0.049492,991
487,0.800022,0.234229,992
1117,0.793840,0.014345,993
709,0.793770,0.098382,994
1129,0.776593,0.011553,995
747,0.776423,0.102449,996
1148,0.774182,0.007453,997
1130,0.758080,0.006992,998
792,0.745745,0.414646,999
16,0.745509,0.467037,1000
74,0.730794,0.076749,1001
1241,0.711369,0.004616,1002
1185,0.707967,0.040555,1003
108,0.704758,0.084460,1004
483,0.690619,0.285640,1005
1150,0.688541,0.004357,1006
1225,0.686473,0.004322,1007
746,0.683162,0.037352,1008
1156,0.681940,0.006912,1009
1210,0.676930,0.011486,1010
710,0.675594,0.036986,1011
110,0.670079,0.105347,1012
1154,0.670055,0.005790,1013
1063,0.667600,0.284212,1014
72,0.664497,0.110209,1015
1051,0.660270,0.025351,1016
1048,0.659283,0.023985,1017
534,0.658686,0.417988,1018
102,0.658603,0.117015,1019
80,0.648067,0.108126,1020
1060,0.644433,0.026009,1021
530,0.642279,0.417200,1022
1054,0.640155,0.024457,1023
522,0.630033,0.376371,1024
542,0.626208,0.378336,1025
1119,0.625819,0.018908,1026
1122,0.623742,0.030406,1027
178,0.608511,0.090704,1028
214,0.594629,0.019271,1029
262,0.592259,0.016911,1030
1137,0.580636,0.010578,1031
1155,0.573086,0.004614,1032
200,0.567811,0.087588,1033
574,0.566392,0.405110,1034
1125,0.559016,0.020010,1035
719,0.550552,0.241908,1036
6,0.533313,0.011016,1037
1053,0.532120,0.023159,1038
1056,0.531480,0.024309,1039
1127,0.530560,0.008388,1040
761,0.517857,0.354255,1041
9,0.515131,0.000719,1042
737,0.508752,0.248633,1043
962,0.506691,0.082708,1044
588,0.506300,0.383115,1045
1240,0.500955,0.003771,1046
970,0.496469,0.136813,1047
793,0.496432,0.365212,1048
1250,0.488843,0.006176,1049
1142,0.482896,0.009538,1050
1175,0.480440,0.006760,1051
1232,0.477338,0.005808,1052
872,0.475679,0.068547,1053
1169,0.474068,0.041852,1054
992,0.463200,0.046992,1055
976,0.458940,0.141043,1056
1226,0.457295,0.005742,1057
949,0.456713,0.017113,1058
1167,0.453132,0.041374,1059
1140,0.441007,0.006560,1060
997,0.438747,0.017498,1061
1012,0.437074,0.027914,1062
1032,0.431649,0.027407,1063
878,0.424776,0.071149,1064
1143,0.421395,0.004492,1065
1192,0.418882,0.010151,1066
186,0.417802,0.195893,1067
954,0.406014,0.047526,1068
259,0.405773,0.137813,1069
984,0.404302,0.074434,1070
217,0.403631,0.136317,1071
1231,0.402689,0.004695,1072
206,0.402469,0.075587,1073
850,0.400267,0.020769,1074
1112,0.399629,0.017538,1075
1058,0.399496,0.026888,1076
1061,0.399444,0.026862,1077
192,0.396692,0.186603,1078
172,0.391556,0.071986,1079
942,0.378995,0.017271,1080
1128,0.377660,0.005793,1081
523,0.371252,0.265061,1082
906,0.369754,0.015773,1083
1254,0.369471,0.002620,1084
802,0.368071,0.024549,1085
1230,0.364869,0.002463,1086
1201,0.364659,0.011289,1087
955,0.350014,0.028737,1088
541,0.345851,0.241766,1089
256,0.340693,0.018679,1090
220,0.338004,0.024886,1091
1200,0.330709,0.017339,1092
1217,0.330670,0.010397,1093
1152,0.329860,0.006048,1094
1139,0.328059,0.008085,1095
799,0.320546,0.161432,1096
258,0.320244,0.214210,1097
1248,0.318400,0.002582,1098
991,0.318128,0.024996,1099
1158,0.312420,0.004346,1100
218,0.309576,0.211854,1101
1025,0.300384,0.041028,1102
1083,0.296065,0.007476,1103
993,0.293244,0.052729,1104
1080,0.291579,0.007208,1105
755,0.290118,0.165185,1106
73,0.286694,0.037389,1107
109,0.284844,0.036592,1108
1213,0.280305,0.002114,1109
1124,0.280062,0.024412,1110
1161,0.278860,0.006600,1111
1019,0.276774,0.046875,1112
1202,0.274049,0.002139,1113
1184,0.273984,0.005318,1114
963,0.266743,0.102759,1115
1195,0.266244,0.003220,1116
1146,0.255156,0.004664,1117
1203,0.252715,0.002061,1118
1149,0.252130,0.003919,1119
213,0.250322,0.019925,1120
1133,0.247015,0.011110,1121
207,0.244277,0.023109,1122
953,0.236630,0.047331,1123
1107,0.231665,0.009061,1124
1098,0.231097,0.008096,1125
171,0.225989,0.026945,1126
1067,0.225970,0.014404,1127
1229,0.225620,0.002452,1128
1064,0.222258,0.012662,1129
1196,0.221134,0.002737,1130
1207,0.216525,0.002804,1131
1077,0.211378,0.014865,1132
1035,0.210416,0.070685,1133
1074,0.208847,0.015487,1134
1177,0.204211,0.066926,1135
1009,0.199439,0.071175,1136
179,0.198336,0.125994,1137
1204,0.194172,0.003976,1138
10,0.193742,0.000704,1139
864,0.192304,0.087025,1140
886,0.191873,0.085151,1141
1181,0.189120,0.002386,1142
1123,0.188836,0.022189,1143
165,0.188391,0.023852,1144
1190,0.187793,0.003093,1145
1221,0.184773,0.001375,1146
1099,0.184251,0.005763,1147
1096,0.183902,0.005974,1148
1253,0.183018,0.003925,1149
983,0.182515,0.094701,1150
1072,0.182165,0.014404,1151
1069,0.181961,0.010920,1152
199,0.175384,0.124702,1153
1227,0.169263,0.002583,1154
1234,0.168643,0.001915,1155
1235,0.168533,0.001644,1156
1223,0.167606,0.004713,1157
257,0.156964,0.057145,1158
219,0.155509,0.060161,1159
1193,0.155176,0.002885,1160
1166,0.148956,0.002156,1161
1075,0.148452,0.009505,1162
1066,0.147842,0.012468,1163
1238,0.145145,0.000822,1164
1091,0.135801,0.006094,1165
1189,0.135304,0.001826,1166
1239,0.135094,0.002121,1167
1205,0.134520,0.001635,1168
1082,0.132730,0.007523,1169
1219,0.131940,0.002090,1170
1247,0.128032,0.002927,1171
1208,0.125667,0.009658,1172
1173,0.119559,0.001409,1173
1251,0.115610,0.001737,1174
951,0.111657,0.032505,1175
1170,0.110838,0.004254,1176
1182,0.107992,0.002161,1177
1103,0.101015,0.006399,1178
1097,0.100781,0.006342,1179
1212,0.097507,0.002975,1180
977,0.097398,0.088859,1181
7,0.096671,0.000968,1182
969,0.094972,0.092011,1183
8,0.093827,0.001075,1184
1153,0.093487,0.003075,1185
68,0.091467,0.062335,1186
1108,0.089563,0.006602,1187
166,0.089524,0.052635,1188
1039,0.089432,0.018044,1189
212,0.088293,0.051012,1190
1102,0.087483,0.006279,1191
1222,0.084520,0.001863,1192
1144,0.084225,0.006230,1193
114,0.075991,0.059856,1194
1233,0.075545,0.000762,1195
1118,0.073898,0.018784,1196
1197,0.069465,0.000668,1197
1198,0.068869,0.001212,1198
1206,0.060392,0.000580,1199
1224,0.060285,0.002391,1200
1244,0.057733,0.001874,1201
1088,0.056511,0.006681,1202
12,0.056015,0.042735,1203
1101,0.054858,0.006800,1204
1104,0.054772,0.006354,1205
1214,0.054520,0.001380,1206
1243,0.053644,0.000741,1207
1165,0.053268,0.000852,1208
1085,0.052570,0.004956,1209
1220,0.051101,0.001160,1210
1109,0.050604,0.005674,1211
1163,0.050187,0.001764,1212
1136,0.049791,0.009108,1213
1106,0.048869,0.005346,1214
1246,0.048007,0.000969,1215
1242,0.046403,0.001525,1216
1180,0.044691,0.001911,1217
1065,0.042554,0.016370,1218
1172,0.042286,0.002974,1219
1252,0.042274,0.001686,1220
1211,0.042060,0.001098,1221
1071,0.041025,0.014177,1222
1120,0.040143,0.020863,1223
1113,0.039023,0.015729,1224
13,0.039021,0.036816,1225
1236,0.038505,0.001313,1226
995,0.037719,0.027308,1227
1174,0.036973,0.001016,1228
1138,0.036725,0.011442,1229
1131,0.033398,0.010668,1230
1245,0.030719,0.002325,1231
1188,0.029509,0.000823,1232
1055,0.028669,0.020197,1233
1049,0.027001,0.021407,1234
1179,0.026387,0.000906,1235
1157,0.025815,0.004895,1236
1135,0.021743,0.008028,1237
1132,0.021515,0.013077,1238
1070,0.019709,0.009331,1239
1237,0.017460,0.000791,1240
1076,0.017130,0.013240,1241
1005,0.016176,0.011702,1242
1086,0.014998,0.007264,1243
1092,0.014948,0.008582,1244
1087,0.011650,0.006417,1245
1081,0.010852,0.007427,1246
1216,0.010817,0.001974,1247
1171,0.009505,0.001225,1248
1093,0.007955,0.006588,1249
1090,0.007747,0.005870,1250
1145,0.003514,0.002768,1251
1228,0.003342,0.000934,1252
1187,0.002909,0.001376,1253
1164,0.001478,0.001317,1254
